
Conversion of EDT data from sounding archive file D:\SoundingArchive\LaPaz_20161101_115751.dc3db

Information about sounding:
==================================

Station:                  85201 LaPaz
Launch time:              2016-11-01 11:57:51 UTC
RS type:                  RS92-SGP
RS number:                Z3837556
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66
Use2010CalculationForTU   Yes

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
  1244.00	    23671	   247.60	        2	     6.06	    19.27	     9171	   323.50	   212.10	     0.03	      253	    20.20	       89	     9500	   -68.08	   -16.50	        0	        0	   -32768	
  1246.00	    23667	   247.60	        2	     6.08	    19.49	     9179	   323.10	   212.20	     0.03	      253	    20.40	       89	     9500	   -68.08	   -16.50	        0	        0	   -32768	
  1248.00	    23662	   247.60	        2	     6.10	    19.70	     9188	   322.70	   212.20	     0.03	      253	    20.60	       89	     9500	   -68.08	   -16.50	        0	        0	   -32768	
  1250.00	    23657	   247.50	        2	     6.12	    19.92	     9196	   322.40	   212.20	     0.03	      253	    20.80	       88	     9600	   -68.08	   -16.50	        0	        0	   -32768	
  1252.00	    23652	   247.40	        2	     6.13	    20.13	     9204	   322.00	   212.20	     0.03	      253	    21.00	       88	     9600	   -68.08	   -16.50	        0	        0	   -32768	
  1254.00	    23648	   247.40	        2	     6.13	    20.34	     9212	   321.60	   212.20	     0.03	      253	    21.20	       88	     9700	   -68.08	   -16.50	        0	        0	   -32768	
  1256.00	    23643	   247.30	        2	     6.13	    20.54	     9220	   321.30	   212.30	     0.03	      253	    21.40	       88	     9700	   -68.08	   -16.50	        0	        0	   -32768	
  1258.00	    23639	   247.30	        2	     6.12	    20.73	     9228	   320.90	   212.30	     0.03	      254	    21.60	       88	     9700	   -68.08	   -16.50	        0	        0	   -32768	
  1260.00	    23635	   247.30	        2	     6.10	    20.91	     9235	   320.60	   212.40	     0.03	      254	    21.80	       88	     9800	   -68.08	   -16.50	        0	        0	   -32768	
  1262.00	    23631	   247.30	        2	     6.07	    21.08	     9243	   320.30	   212.50	     0.03	      254	    21.90	       88	     9800	   -68.08	   -16.50	        0	        0	   -32768	
  1264.00	    23626	   247.20	        2	     6.04	    21.23	     9250	   320.00	   212.40	     0.03	      254	    22.10	       88	     9900	   -68.08	   -16.50	        0	        0	   -32768	
  1266.00	    23622	   247.20	        2	     5.99	    21.38	     9258	   319.60	   212.30	     0.03	      254	    22.20	       88	     9900	   -68.08	   -16.50	        0	        0	   -32768	
  1268.00	    23618	   247.20	        2	     5.93	    21.50	     9266	   319.30	   212.30	     0.03	      255	    22.30	       88	    10000	   -68.08	   -16.50	        0	        0	   -32768	
  1270.00	    23613	   247.20	        2	     5.86	    21.62	     9274	   318.90	   212.20	     0.03	      255	    22.40	       88	    10000	   -68.08	   -16.50	        0	        0	   -32768	
  1272.00	    23609	   247.10	        2	     5.79	    21.73	     9282	   318.60	   212.10	     0.03	      255	    22.50	       88	    10100	   -68.08	   -16.50	        0	        0	   -32768	
  1274.00	    23604	   247.10	        2	     5.71	    21.82	     9289	   318.20	   212.00	     0.03	      255	    22.60	       88	    10100	   -68.08	   -16.50	    49152	    49152	   -32768	
  1276.00	    23600	   247.00	        2	     5.62	    21.91	     9297	   317.90	   211.90	     0.03	      256	    22.60	       88	    10100	   -68.08	   -16.50	        0	        0	   -32768	
  1278.00	    23595	   246.90	        2	     5.53	    21.99	     9305	   317.50	   211.80	     0.03	      256	    22.70	       88	    10200	   -68.08	   -16.50	        0	        0	   -32768	
  1280.00	    23591	   246.80	        2	     5.43	    22.06	     9313	   317.20	   211.80	     0.03	      256	    22.70	       88	    10200	   -68.08	   -16.50	        0	        0	   -32768	
  1282.00	    23587	   246.80	        2	     5.34	    22.13	     9320	   316.90	   211.90	     0.03	      256	    22.80	       88	    10300	   -68.08	   -16.50	        4	        4	   -32768	
  1284.00	    23582	   246.70	        2	     5.25	    22.19	     9328	   316.50	   212.00	     0.03	      257	    22.80	       87	    10300	   -68.08	   -16.50	        0	        0	   -32768	
  1286.00	    23577	   246.60	        2	     5.15	    22.25	     9337	   316.20	   212.10	     0.03	      257	    22.80	       87	    10400	   -68.07	   -16.50	        0	        0	   -32768	
  1288.00	    23573	   246.60	        2	     5.06	    22.31	     9345	   315.80	   212.10	     0.03	      257	    22.90	       87	    10400	   -68.07	   -16.50	        0	        0	   -32768	
  1290.00	    23568	   246.50	        2	     4.96	    22.35	     9353	   315.40	   212.20	     0.03	      257	    22.90	       87	    10500	   -68.07	   -16.50	        0	        0	   -32768	
  1292.00	    23564	   246.50	        2	     4.87	    22.40	     9361	   315.10	   212.20	     0.03	      258	    22.90	       87	    10500	   -68.07	   -16.50	        0	        0	   -32768	
  1294.00	    23559	   246.40	        2	     4.78	    22.43	     9368	   314.80	   212.10	     0.03	      258	    22.90	       87	    10500	   -68.07	   -16.50	        0	        0	   -32768	
  1296.00	    23555	   246.40	        2	     4.69	    22.47	     9376	   314.40	   212.10	     0.03	      258	    23.00	       87	    10600	   -68.07	   -16.50	        0	        0	   -32768	
  1298.00	    23551	   246.30	        2	     4.59	    22.50	     9383	   314.10	   212.00	     0.03	      258	    23.00	       87	    10600	   -68.07	   -16.50	        0	        0	   -32768	
  1300.00	    23546	   246.20	        2	     4.50	    22.52	     9392	   313.80	   212.00	     0.03	      259	    23.00	       87	    10700	   -68.07	   -16.50	        0	        0	   -32768	
  1302.00	    23542	   246.10	        2	     4.40	    22.54	     9399	   313.40	   212.00	     0.03	      259	    23.00	       87	    10700	   -68.07	   -16.50	        0	        0	   -32768	
  1304.00	    23537	   246.10	        2	     4.31	    22.56	     9408	   313.10	   211.90	     0.03	      259	    23.00	       87	    10800	   -68.07	   -16.50	        0	        0	   -32768	
  1306.00	    23533	   246.00	        3	     4.22	    22.57	     9415	   312.70	   211.90	     0.03	      259	    23.00	       87	    10800	   -68.07	   -16.50	        0	        0	   -32768	
  1308.00	    23528	   245.90	        3	     4.12	    22.59	     9423	   312.40	   211.90	     0.03	      260	    23.00	       87	    10900	   -68.07	   -16.50	        0	        0	   -32768	
  1310.00	    23523	   245.90	        3	     4.03	    22.60	     9432	   312.00	   211.90	     0.03	      260	    23.00	       87	    10900	   -68.07	   -16.50	        0	        0	   -32768	
  1312.00	    23519	   245.80	        3	     3.94	    22.61	     9440	   311.60	   212.00	     0.03	      260	    22.90	       87	    11000	   -68.07	   -16.50	        0	        0	   -32768	
  1314.00	    23514	   245.80	        3	     3.85	    22.61	     9448	   311.30	   212.00	     0.03	      260	    22.90	       87	    11000	   -68.07	   -16.50	        0	        0	   -32768	
  1316.00	    23510	   245.60	        3	     3.77	    22.62	     9456	   311.00	   212.00	     0.03	      261	    22.90	       87	    11000	   -68.07	   -16.50	        0	        0	   -32768	
  1318.00	    23505	   245.60	        3	     3.70	    22.62	     9464	   310.60	   212.00	     0.03	      261	    22.90	       87	    11100	   -68.07	   -16.50	        0	        0	   -32768	
  1320.00	    23501	   245.50	        3	     3.63	    22.62	     9472	   310.30	   212.00	     0.03	      261	    22.90	       87	    11100	   -68.07	   -16.50	        0	        0	   -32768	
  1322.00	    23496	   245.50	        3	     3.56	    22.62	     9479	   310.00	   212.00	     0.03	      261	    22.90	       87	    11200	   -68.07	   -16.50	        0	        0	   -32768	
  1324.00	    23492	   245.40	        3	     3.51	    22.62	     9487	   309.60	   211.90	     0.03	      261	    22.90	       87	    11200	   -68.07	   -16.50	        0	        0	   -32768	
  1326.00	    23487	   245.30	        3	     3.46	    22.62	     9495	   309.30	   211.70	     0.03	      261	    22.90	       87	    11300	   -68.07	   -16.50	        0	        0	   -32768	
  1328.00	    23483	   245.20	        3	     3.42	    22.61	     9503	   308.90	   211.50	     0.03	      261	    22.90	       87	    11300	   -68.07	   -16.50	        0	        0	   -32768	
  1330.00	    23479	   245.20	        3	     3.38	    22.61	     9510	   308.60	   211.50	     0.03	      261	    22.90	       87	    11400	   -68.07	   -16.50	        0	        0	   -32768	
  1332.00	    23475	   245.10	        3	     3.35	    22.60	     9517	   308.30	   211.60	     0.03	      262	    22.80	       87	    11400	   -68.06	   -16.50	        0	        0	   -32768	
  1334.00	    23471	   245.00	        3	     3.31	    22.60	     9524	   308.00	   211.50	     0.03	      262	    22.80	       87	    11500	   -68.06	   -16.50	        0	        0	   -32768	
  1336.00	    23467	   245.00	        3	     3.28	    22.60	     9531	   307.70	   211.50	     0.03	      262	    22.80	       87	    11500	   -68.06	   -16.50	        0	        0	   -32768	
  1338.00	    23462	   244.90	        3	     3.25	    22.60	     9539	   307.40	   211.50	     0.03	      262	    22.80	       87	    11500	   -68.06	   -16.50	        0	        0	   -32768	
  1340.00	    23458	   244.90	        3	     3.22	    22.60	     9547	   307.10	   211.50	     0.03	      262	    22.80	       87	    11600	   -68.06	   -16.50	        0	        0	   -32768	
  1342.00	    23454	   244.80	        3	     3.19	    22.60	     9554	   306.70	   211.50	     0.03	      262	    22.80	       87	    11600	   -68.06	   -16.50	        0	        0	   -32768	
  1344.00	    23449	   244.70	        3	     3.16	    22.61	     9562	   306.40	   211.40	     0.03	      262	    22.80	       87	    11700	   -68.06	   -16.50	        0	        0	   -32768	
  1346.00	    23444	   244.70	        3	     3.12	    22.62	     9570	   306.00	   211.40	     0.03	      262	    22.80	       87	    11700	   -68.06	   -16.50	        0	        0	   -32768	
  1348.00	    23440	   244.60	        3	     3.08	    22.62	     9578	   305.70	   211.40	     0.03	      262	    22.80	       87	    11800	   -68.06	   -16.50	        0	        0	   -32768	
  1350.00	    23436	   244.50	        3	     3.04	    22.62	     9585	   305.40	   211.40	     0.03	      262	    22.80	       87	    11800	   -68.06	   -16.50	        0	        0	   -32768	
  1352.00	    23431	   244.40	        3	     3.01	    22.62	     9593	   305.10	   211.40	     0.03	      262	    22.80	       87	    11900	   -68.06	   -16.50	        0	        0	   -32768	
  1354.00	    23427	   244.40	        3	     2.97	    22.62	     9601	   304.70	   211.40	     0.03	      263	    22.80	       87	    11900	   -68.06	   -16.50	        0	        0	   -32768	
  1356.00	    23422	   244.30	        3	     2.94	    22.61	     9609	   304.40	   211.40	     0.03	      263	    22.80	       87	    12000	   -68.06	   -16.50	        0	        0	   -32768	
  1358.00	    23418	   244.20	        3	     2.91	    22.59	     9616	   304.10	   211.40	     0.03	      263	    22.80	       86	    12000	   -68.06	   -16.50	        0	        0	   -32768	
  1360.00	    23414	   244.20	        3	     2.90	    22.58	     9624	   303.80	   211.50	     0.03	      263	    22.80	       86	    12100	   -68.06	   -16.50	        0	        0	   -32768	
  1362.00	    23409	   244.10	        3	     2.89	    22.55	     9632	   303.40	   211.50	     0.03	      263	    22.70	       86	    12100	   -68.06	   -16.50	        0	        0	   -32768	
  1364.00	    23404	   244.00	        3	     2.90	    22.53	     9640	   303.10	   211.40	     0.03	      263	    22.70	       86	    12100	   -68.06	   -16.50	        0	        0	   -32768	
  1366.00	    23400	   244.00	        3	     2.91	    22.51	     9648	   302.70	   211.30	     0.03	      263	    22.70	       86	    12200	   -68.06	   -16.50	        0	        0	   -32768	
  1368.00	    23395	   243.90	        3	     2.95	    22.49	     9656	   302.40	   211.30	     0.03	      263	    22.70	       86	    12200	   -68.06	   -16.50	        0	        0	   -32768	
  1370.00	    23390	   243.80	        3	     2.99	    22.48	     9664	   302.00	   211.20	     0.03	      262	    22.70	       86	    12300	   -68.06	   -16.50	        0	        0	   -32768	
  1372.00	    23386	   243.80	        3	     3.05	    22.47	     9672	   301.70	   211.20	     0.03	      262	    22.70	       86	    12300	   -68.06	   -16.50	        0	        0	   -32768	
  1374.00	    23382	   243.70	        3	     3.13	    22.47	     9680	   301.40	   211.20	     0.03	      262	    22.70	       86	    12400	   -68.06	   -16.50	        0	        0	   -32768	
  1376.00	    23377	   243.70	        3	     3.21	    22.48	     9687	   301.10	   211.20	     0.03	      262	    22.70	       86	    12400	   -68.06	   -16.50	        0	        0	   -32768	
  1378.00	    23373	   243.60	        3	     3.31	    22.50	     9696	   300.70	   211.20	     0.03	      262	    22.70	       86	    12500	   -68.06	   -16.50	        0	        0	   -32768	
  1380.00	    23368	   243.60	        3	     3.42	    22.53	     9704	   300.40	   211.10	     0.03	      261	    22.80	       86	    12500	   -68.05	   -16.50	        0	        0	   -32768	
  1382.00	    23363	   243.50	        3	     3.54	    22.56	     9711	   300.10	   211.10	     0.03	      261	    22.80	       86	    12500	   -68.05	   -16.50	        0	        0	   -32768	
  1384.00	    23359	   243.50	        3	     3.66	    22.61	     9720	   299.70	   211.10	     0.03	      261	    22.90	       86	    12600	   -68.05	   -16.50	        0	        0	   -32768	
  1386.00	    23354	   243.40	        3	     3.79	    22.66	     9728	   299.40	   211.20	     0.03	      261	    23.00	       86	    12600	   -68.05	   -16.50	        0	        0	   -32768	
  1388.00	    23350	   243.40	        3	     3.92	    22.72	     9736	   299.00	   211.40	     0.03	      260	    23.10	       86	    12700	   -68.05	   -16.50	        0	        0	   -32768	
  1390.00	    23345	   243.30	        3	     4.05	    22.78	     9743	   298.70	   211.40	     0.03	      260	    23.10	       86	    12700	   -68.05	   -16.50	        0	        0	   -32768	
  1392.00	    23340	   243.30	        3	     4.18	    22.84	     9752	   298.40	   211.60	     0.03	      260	    23.20	       86	    12800	   -68.05	   -16.50	        0	        0	   -32768	
  1394.00	    23335	   243.20	        3	     4.30	    22.91	     9761	   298.00	   211.70	     0.03	      259	    23.30	       86	    12800	   -68.05	   -16.50	        0	        0	   -32768	
  1396.00	    23329	   243.10	        3	     4.42	    22.98	     9771	   297.60	   211.60	     0.03	      259	    23.40	       86	    12900	   -68.05	   -16.50	        0	        0	   -32768	
  1398.00	    23324	   243.00	        3	     4.52	    23.06	     9780	   297.20	   211.60	     0.03	      259	    23.50	       86	    12900	   -68.05	   -16.50	        0	        0	   -32768	
  1400.00	    23319	   243.00	        3	     4.62	    23.13	     9789	   296.80	   211.60	     0.03	      259	    23.60	       86	    13000	   -68.05	   -16.50	        0	        0	   -32768	
  1402.00	    23315	   242.90	        3	     4.71	    23.20	     9796	   296.50	   211.60	     0.03	      259	    23.70	       86	    13000	   -68.05	   -16.50	        0	        0	   -32768	
